VERSION 2
BPM 160.000000
PAGE_SHIFT 0.750000
PAGE_SIZE 0.750000
NOTE	0	3.046875	0.250000	0.000000
NOTE	1	3.234375	0.875000	0.000000
NOTE	2	3.421875	0.541667	0.000000
NOTE	3	3.796875	0.333333	0.000000
NOTE	4	3.984375	0.875000	0.000000
NOTE	5	4.171875	0.125000	0.000000
NOTE	6	4.359375	0.291667	0.000000
NOTE	7	4.546875	0.500000	0.000000
NOTE	8	4.734375	0.666667	0.000000
NOTE	9	4.921875	0.666667	0.000000
NOTE	10	5.109375	0.500000	0.000000
NOTE	11	5.296875	0.291667	0.187500
NOTE	12	5.671875	0.875000	0.187500
NOTE	13	6.046875	0.125000	0.000000
NOTE	14	6.234375	0.125000	0.000000
NOTE	15	6.421875	0.708333	0.000000
NOTE	16	6.796875	0.166667	0.000000
NOTE	17	7.171875	0.458333	0.000000
NOTE	18	7.546875	0.833333	0.000000
NOTE	19	7.734375	0.833333	0.000000
NOTE	20	7.921875	0.125000	0.000000
NOTE	21	8.109375	0.833333	0.000000
NOTE	22	8.296875	0.375000	0.187500
NOTE	23	8.671875	0.625000	0.187500
NOTE	24	9.046875	0.250000	0.000000
NOTE	25	9.234375	0.875000	0.000000
NOTE	26	9.421875	0.125000	0.000000
NOTE	27	9.609375	0.875000	0.000000
NOTE	28	9.796875	0.375000	0.000000
NOTE	29	9.984375	0.291667	0.000000
NOTE	30	10.171875	0.666667	0.000000
NOTE	31	10.359375	0.583333	0.000000
NOTE	32	10.546875	0.333333	0.000000
NOTE	33	10.734375	0.125000	0.000000
NOTE	34	10.921875	0.916667	0.000000
NOTE	35	11.109375	0.708333	0.000000
NOTE	36	11.296875	0.500000	0.000000
NOTE	37	11.671875	0.500000	0.000000
NOTE	38	12.046875	0.750000	0.000000
NOTE	39	12.796875	0.916667	0.000000
NOTE	40	12.796875	0.291667	0.000000
NOTE	41	13.546875	0.250000	0.000000
NOTE	42	13.921875	0.250000	0.000000
NOTE	43	14.296875	0.833333	0.000000
NOTE	44	14.296875	0.125000	0.000000
NOTE	45	15.046875	0.541667	0.000000
NOTE	46	15.796875	0.666667	0.000000
NOTE	47	15.796875	0.125000	0.000000
NOTE	48	16.546875	0.166667	0.000000
NOTE	49	17.109375	0.791667	0.000000
NOTE	50	17.296875	0.625000	0.000000
NOTE	51	17.296875	0.166667	0.000000
NOTE	52	17.671875	0.916667	0.000000
NOTE	53	17.671875	0.375000	0.000000
NOTE	54	18.046875	0.708333	0.000000
NOTE	55	18.796875	0.166667	0.000000
NOTE	56	18.796875	0.708333	0.375000
NOTE	57	19.546875	0.333333	0.000000
NOTE	58	19.921875	0.333333	0.000000
NOTE	59	20.296875	0.791667	0.000000
NOTE	60	20.296875	0.166667	0.421875
NOTE	61	21.046875	0.708333	0.000000
NOTE	62	21.796875	0.666667	0.000000
NOTE	63	21.796875	0.375000	0.000000
NOTE	64	22.546875	0.875000	0.000000
NOTE	65	23.109375	0.208333	0.000000
NOTE	66	23.296875	0.916667	0.000000
NOTE	67	23.296875	0.375000	0.000000
NOTE	68	23.671875	0.125000	0.000000
NOTE	69	23.671875	0.666667	0.000000
NOTE	70	24.046875	0.375000	0.562500
NOTE	71	26.296875	0.166667	0.000000
NOTE	72	26.484375	0.375000	0.000000
NOTE	73	26.671875	0.583333	0.000000
NOTE	74	26.859375	0.791667	0.000000
NOTE	75	27.046875	0.166667	0.000000
NOTE	76	27.796875	0.833333	0.000000
NOTE	77	28.171875	0.500000	0.000000
