VERSION 2
BPM 280
PAGE_SHIFT 0
PAGE_SIZE 0.857142857142857
NOTE	0	1.48811411857605	0.909214735031128	0
NOTE	1	1.87835681438446	0.242435142397881	0.6189530
NOTE	2	1.88113033771515	0.737082308192829	0.6161795
NOTE	3	5.16603422164917	0.227214902639389	0.7440381
NOTE	4	5.1549391746521	0.718143056098278	0.7551332
NOTE	5	0.337833672761917	0.259980857372284	0
NOTE	6	1.11898267269135	0.16751854121685	0
NOTE	7	7.10474967956543	0.774661004543304	0
NOTE	8	7.73764944076538	0.756690919399261	0
NOTE	9	10.0457487106323	0.124800311054047	0
NOTE	10	3.51642251314855	0.2048679292202	0
NOTE	11	10.440749168396	0.909877836704254	0
NOTE	12	10.6168584823608	0.68349701166153	0
NOTE	13	12.0311937332153	0.177809879183769	0.7188063
NOTE	14	12.0311937332153	0.840482925202011	0.7188063
NOTE	15	22.768217086792	0.833786904811859	0
NOTE	16	18.1476892232895	0.214009330039396	0.4951675
NOTE	17	18.1338206231594	0.714237809181213	0.5090358
NOTE	18	20.9581413269043	0.22273750603199	0
NOTE	19	27.4449214935303	0.303371071815491	0
NOTE	20	27.8208026885986	0.307929337024689	0.4649116
NOTE	21	27.8208026885986	0.672823309898376	0.4649116
NOTE	22	31.061351776123	0.116945430636406	0.5443897
NOTE	23	31.061351776123	0.895839929580688	0.5443897
NOTE	24	34.3380355840159	0.32793977856636	0.8048216
NOTE	25	34.3380355840159	0.725815954109496	0.8048216
NOTE	26	35.3386878967285	0.132404342293739	0
NOTE	27	37.1574058532715	0.903406500816345	0
NOTE	28	37.5361366271973	0.749106109142303	0
NOTE	29	38.2219314455326	0.347482174634933	0
NOTE	30	38.2219314455326	0.668246865272522	0
NOTE	31	38.7642059326172	0.195893526077271	0
NOTE	32	38.7642059326172	0.839238891284239	0
NOTE	33	40.3556671142578	0.411146253347397	0
NOTE	34	40.5789108276367	0.529083371162415	0
NOTE	35	43.2162399291992	0.352100700139999	0.2133526
NOTE	36	43.2162399291992	0.644934237003326	0.2133526
NOTE	37	43.7152862548828	0.18987812101841	0
NOTE	38	48.1201324462891	0.253351092338562	0.4203796
NOTE	39	48.1201324462891	0.826628050779618	0.4275322
NOTE	40	48.9089546203613	0.363715891765718	0.6349602
NOTE	41	48.9089546203613	0.668478727340698	0.6349602
NOTE	42	49.7892837524414	0.220756977796555	0.5896072
NOTE	43	49.7892837524414	0.752728879451752	0.5896072
NOTE	44	43.8969039916992	0.859728336334229	0
NOTE	45	44.5854606628418	0.196616053581238	0
NOTE	46	44.8240585327148	0.69274914264679	0
NOTE	47	52.9235852424092	0.291983008384705	0
NOTE	48	52.5907613409918	0.728690683841705	0
NOTE	49	53.2892112731934	0.1315698325634	0.5553246
NOTE	50	59.1620330810547	0.429798483848572	0
NOTE	51	54.9934272766113	0.34979447722435	0.4185181
NOTE	52	54.9934272766113	0.650633096694946	0.4185181
NOTE	53	56.2028312683105	0.127496093511581	0
NOTE	54	56.3680801391602	0.849547386169434	0
NOTE	55	62.951831817627	0.46644052863121	0
NOTE	56	64.1576309204102	0.646367609500885	0
NOTE	57	64.3661727905273	0.910885453224182	0
NOTE	58	64.8117065429688	0.746914207935333	0
NOTE	59	92.7605972290039	0.293377548456192	0.4067819
